cycle,cmte_id,cmte_nm,cmte_dsgn,cmte_tp,cmte_pty_affiliation,org_tp,connected_org_nm,cand_id,cand_pty_affiliation,cand_office
2022,C00409219,MATSUI FOR CONGRESS,P,H,DEM,,NONE,H6CA05195,DEM,H
2022,C00409227,PREMERA BLUE CROSS POLITICAL ACTION COMMITTEE/PREMERA PAC,U,Q,,C,PREMERA BLUE CROSS,,,
2022,C00409250,SANDLER TRAVIS AND ROSENBERG P.A. POLITICAL ACTION COMMITTEE,B,N,,C,,,,
2022,C00409276,MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,D,Q,,,BLACKBURN,,,
2022,C00409342,WESCOM CREDIT UNION FEDERAL PAC,U,Q,,,NONE,,,
2022,C00409359,SAN MATEO COUNTY DEMOCRATIC CENTRAL COMMITTEE-FEDERAL,U,Y,DEM,,NONE,,,
2022,C00409391,RENAL PHYSICIANS ASSOCIATION PAC RPA PAC,U,Q,,M,RENAL PHYSICIANS ASSOCIATION PAC RPA PAC,,,
2022,C00409458,CONSERVATIVE OPPORTUNITIES FOR A NEW AMERICA PAC,D,Q,,,,,,
2022,C00409490,CALAVERAS COUNTY REPUBLICAN CENTRAL COMMITTEE (FEDERAL),U,X,REP,,CALIFORNIA REPUBLICAN PARTY,,,
2022,C00409516,"DIRECT SUPPLY, INC. PARTNERS PAC (DSI PARTNERS PAC)",B,Q,,C,,,,
2022,C00409565,NATIONAL OCEAN INDUSTRIES ASSOCIATION (NOIA) POLITICAL ACTION COMMITTEE,B,Q,,T,NATIONAL OCEAN INDUSTRIES ASSOCIATION,,,
2022,C00409581,FRIENDS OF JOHN THUNE,P,S,REP,,"COMMONSENSE, CONSERVATIVE VALUES PAC",S2SD00068,REP,S
2022,C00409615,FLORIDA SOCIETY OF AMBULATORY SURGERY CENTERS POLITICAL ACTION COMMITTEE,U,N,,T,,,,
2022,C00409623,SYNERGY PAC,D,Q,,,,,,
2022,C00409714,FINANCIAL SERVICES INSTITUTE PAC,B,Q,,,FINANCIAL SERVICES INSTITUTE,,,
2022,C00409730,NEW DEMOCRAT COALITION ACTION FUND,U,Q,,,NEWDEM SUMMER VICTORY FUND,,,
2022,C00409789,"BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE",U,Q,,C,BLESSEY MARINE SERVICE INC,,,
2022,C00409797,CONYERS FOR CONGRESS,P,H,DEM,,NONE,H6MI01028,DEM,H
2022,C00409979,DYNCORP INTERNATIONAL LLC POLITICAL ACTION COMMITTEE (DIPAC),B,Q,,C,,,,
2022,C00410001,CBC COMPANIES INC PAC,U,Q,,C,,,,
2022,C00410043,UNITED DEMOCRATS SAN GABRIEL VALLEY,U,Y,DEM,,,,,
2022,C00410068,FRATERNITY & SORORITY POLITICAL ACTION COMMITTEE,B,W,,,,,,
2022,C00410084,AMERICAN CLINICAL LABORATORY ASSOCIATON PAC (LABPAC),B,Q,,T,AMERICAN CLINICAL LABORATORY ASSOCIATION,,,
2022,C00410092,PEOPLE'S VOICE PAC,D,Q,,,TAMMY BALDWIN VICTORY COMMITTEE,,,
2022,C00410118,BACHMANN FOR CONGRESS,P,H,REP,,BACHMANN FOR PRESIDENT,H6MN06074,REP,H
2022,C00410126,AMERICANS FOR THE ARTS ACTION FUND PAC,U,Q,,,AMERICANS FOR THE ARTS ACTION FUND,,,
2022,C00410167,CITY OF ALAMEDA DEMOCRATIC CLUB FEDERAL PAC,B,N,DEM,,NONE,,,
2022,C00410233,COURTNEY FOR CONGRESS,P,H,DEM,,DEMOCRACY DEFENDERS,H2CT02112,DEM,H
2022,C00410266,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,B,Q,,C,THE VANGUARD GROUP,,,
2022,C00410274,MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,B,Q,,C,MASTERCARD INTERNATIONAL INC.,,,
2022,C00410308,SHORE PAC,D,Q,,,PALLONE,,,
2022,C00410316,"MONEYGRAM INTERNATIONAL, INC. PAC",B,Q,,C,"MONEYGRAM INTERNATIONAL, INC.",,,
2022,C00410324,"RENT-A-CENTER, INC. GOOD GOVERNMENT POLITICAL ACTION COMMITTEE",U,Q,,C,"RENT-A-CENTER, INC.",,,
2022,C00410365,ELECTION FUND OF TOM KEAN,P,S,REP,,NONE,S6NJ00271,REP,S
2022,C00410407,EDWARD JONES PAC,U,Q,,,NONE,,,
2022,C00410431,ASSOCIATION OF AIR MEDICAL SERVICES POLITICAL ACTION COMMITTEE,B,N,,T,,,,
2022,C00410589,CERNER CORPORATION PAC,B,Q,,C,CERNER CORPORATION,,,
2022,C00410597,SIOUXLAND ENERGY & LIVESTOCK COOPERATIVE PAC,U,N,,V,SIOUXLAND ENERGY COOPERATIVE,,,
2022,C00410613,BROWN RUDNICK LLP FEDERAL POLITICAL ACTION COMMITTEE,U,Q,,,NONE,,,
2022,C00410621,SHOW-ME POLITICAL ACTION COMMITTEE,D,Q,,,GRAVES,,,
2022,C00410639,PERLMUTTER FOR CONGRESS,P,H,DEM,,NONE,H6CO07023,DEM,H
2022,C00410654,PHARMAVITE LLC POLITICAL ACTION COMMITTEE (PHARMAVITE PAC),B,Q,,C,"OTSUKA AMERICA, INC.",,,
2022,C00410670,HEALTH ALLIANCE PLAN PAC,U,Q,,C,HEALTH ALLIANCE PLAN,,,
2022,C00410720,FEDERAL HOME LOAN BANK OF TOPEKA PAC,U,Q,,C,,,,
2022,C00410753,SIRES FOR CONGRESS,P,H,DEM,,NONE,H6NJ13191,DEM,H
2022,C00410761,CASTOR FOR CONGRESS,P,H,DEM,,,H6FL11126,DEM,H
2022,C00410803,WHITEHOUSE FOR SENATE,P,S,DEM,,NONE,S6RI00221,DEM,S
2022,C00410829,BOREN FOR CONGRESS,P,H,DEM,,NONE,H4OK02089,DEM,H
2022,C00411082,CANADA CRESCENTA DEMOCRATIC CLUB,U,N,,,,,,
2022,C00411116,SPACE EXPLORATION TECHNOLOGIES CORP. PAC,B,Q,,C,,,,
2022,C00411173,COMMERCIAL REAL ESTATE FINANCE COUNCIL PAC,B,Q,,M,COMMERCIAL REAL ESTATE FINANCE COUNCIL,,,
2022,C00411181,CATHOLICVOTE.ORG POLITICAL ACTION COMMITTEE,U,Q,,M,CATHOLICVOTE.ORG,,,
2022,C00411199,PERFORMANT FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2022,C00411215,BRINKMAN FOR CONGRESS,P,H,REP,,,H6OH02102,REP,H
2022,C00411306,MASSA FOR CONGRESS,P,H,DEM,,NONE,H6NY29168,DEM,H
2022,C00411314,"DAVID MCSWEENEY FOR CONGRESS 2006, INC",P,H,REP,,,H8IL08044,REP,H
2022,C00411330,FRIENDS OF BERNIE SANDERS,P,S,IND,,NONE,S4VT00033,IND,S
2022,C00411389,OVERSEAS SHIPHOLDING GROUP INC PAC,U,Q,,C,OVERSEAS SHIPHOLDING GROUP INC,,,
2022,C00411454,"FLIR SYSTEMS, INC. EMPLOYEES POLITICAL ACTION COMMITTEE (FLIRPAC)",B,Q,,C,,,,
2022,C00411553,AMERICAN ACADEMY OF FAMILY PHYSICIANS POLITICAL ACTION COMMITTEE,B,Q,,,AMERICAN ACADEMY OF FAMILY PHYSICIANS,,,
2022,C00411579,ACTON PAC,D,Q,,,LAW FUND,,,
2022,C00411587,"BEN CARDIN FOR SENATE, INC.",P,S,DEM,,,S6MD03177,DEM,S
2022,C00411611,SECURE PAC,D,Q,,,,,,
2022,C00411637,THOMPSON & KNIGHT FEDERAL PAC,U,Q,,C,,,,
2022,C00411694,"SALTCHUK RESOURCES, INC. PAC",B,Q,,C,"SALTCHUK RESOURCES, INC. PAC",,,
2022,C00411769,"QC HOLDINGS, INC. POLITICAL ACTION COMMITTEE",U,Q,,C,"QC HOLDINGS, INC.",,,
2022,C00411900,EDWARDS LIFESCIENCES POLITICAL ACTION COMMITTEE (A.K.A. EDWARDS PAC),B,Q,,C,EDWARDS LIFESCIENCES,,,
2022,C00411918,TIVITY HEALTH FEDERAL PAC,U,Q,,C,TIVITY HEALTH,,,
2022,C00411967,ALOHA PAC,U,Q,,,,,,
2022,C00412072,ORANGE COUNTY YOUNG DEMOCRATS FEDERAL,U,U,DEM,,,,,
2022,C00412098,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC PAC,U,Q,,T,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC.,,,
2022,C00412122,STUDENTS FOR A NEW AMERICAN POLITICS PAC,U,Q,,,,,,
2022,C00412213,APPALACHIAN COMMUNITY ACTION POLITICAL ACTION COMMITTEE,U,N,,,NONE,,,
2022,C00412247,EMBLEMHEALTH SERVICES COMPANY LLC FEDERAL PAC (AKA EMBLEMHEALTH PAC),B,Q,,W,EMBLEMHEALTH SERVICES COMPANY LLC,,,
2022,C00412288,BILL PAC,D,Q,,,,,,
2022,C00412304,MONTANANS FOR TESTER,P,S,DEM,,NONE,S6MT00162,DEM,S
2022,C00412395,DCI PAC,B,Q,,,,,,
2022,C00412403,INTELSAT US LLC POLITICAL ACTION COMMITTEE,B,Q,,C,,,,
2022,C00412429,RUNNING FOR CHANGE DC PAC,U,N,,,,,,
2022,C00412445,WAYNE FARMS LLC POLITICAL ACTION COMMITTEE WAYNE FARMS PAC,U,Q,,C,,,,
2022,C00412502,JEWISH COMMUNITY POLITICAL ACTION COMMITTEE OF PITTSBURGH,U,N,,V,JEWISH COMMUNITY PAC OF PITTSBURGH - STATE,,,
2022,C00412569,DENTON COUNTY REPUBLICAN VICTORY FUND,U,X,REP,,NONE,,,
2022,C00412619,"NATIONAL MUSIC PUBLISHERS' ASSOCIATION, INC. POLITICAL ACTION COMMITTEE (NMPAC)",B,Q,,T,NATIONAL MUSIC PUBLISHERS' ASSOCIATION,,,
2022,C00412635,"GIBBONS P.C. PAC, INC.",B,Q,,C,GIBBONS P.C.,,,
2022,C00412759,VERN BUCHANAN FOR CONGRESS,P,H,REP,,AMERICAN VICTORY FUND,H6FL13148,REP,H
2022,C00412791,FORWARD TOGETHER PAC,D,Q,,,WARNER,,,
2022,C00412817,SPENCER FOR SENATE COMMITTEE,P,S,REP,,,S6NY00243,REP,S
2022,C00412841,"WAKE EMERGENCY PHYSICIANS, PA PAC",U,N,,C,,,,
2022,C00412890,ADRIAN SMITH FOR CONGRESS,P,H,REP,,ADRIAN SMITH VICTORY FUND (2022),H6NE03115,REP,H
2022,C00413096,KANSANS FOR HUELSKAMP,P,H,REP,,NONE,H6KS01146,REP,H
2022,C00413161,NATIONAL FIRE SPRINKLER ASSOCIATION INC POLITICAL ACTION COMMITTEE,U,N,,T,NATIONAL FIRE SPRINKLER ASSOCIATION,,,
2022,C00413179,WELCH FOR CONGRESS,P,H,DEM,,NONE,H6VT00160,DEM,H
2022,C00413401,HAWAIIAN TELCOM COMMUNICATIONS INC FEDPAC,U,Q,,C,,,,
2022,C00413484,"CLARK HILL FEDERAL POLITICAL ACTION COMMITTEE, THE",B,N,,,NONE,,,
2022,C00413567,NATIONAL ASSOCIATION OF FARM SERVICE AGENCY COUNTY OFFICE EMPLOYEES INC PPC AKA NASCOE PAC,U,Q,,T,NATIONAL ASSOCIATION OF FARM SERVICE AGENCY COUNTY OFFICE EMPLOYEES INC.,,,
2022,C00413575,"MWW GROUP INC POLITICAL ACTION COMMITTEE, THE",B,Q,,C,"MWW GROUP, INC.",,,
2022,C00413856,ASSOCIATIONS INC. PAC/ASSOCIA PAC,U,Q,,C,,,,
2022,C00413872,REPUBLICAN MEMBER SENATE FUND,U,Q,,,NONE,,,
2022,C00413914,GILLIBRAND FOR SENATE,P,S,DEM,,GILLIBRAND VICTORY FUND,S0NY00410,DEM,S
2022,C00413930,ADAMS OUTDOOR ADVERTISING INC PAC AKA: ADAMSPAC,U,N,,C,,,,
2022,C00413948,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),D,Q,,,BOOZMAN,,,
2022,C00413955,AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS POLITICAL ACTION COMMITTEE (NEUROSURGERYPAC),U,Q,,T,AMERICAN ASSOCIATION OF NEUROLOGICAL SURGEONS POLITICAL ACTION COMMITTEE (NEUROSURGERYPAC),,,
2022,C00414078,SALI FOR CONGRESS,P,H,REP,,,H6ID01177,REP,H
2022,C00414110,PIRRO FOR SENATE INC,P,S,REP,,,S6NY00250,REP,S
2022,C00414169,"BERKELEY ELECTRIC COOPERATIVE, INC. EMPLOYEE PAC",U,Q,,V,"BERKELEY ELECTRIC COOPERATIVE, INC.",,,
2022,C00414185,EZCORP INC. POLITICAL ACTION COMMITTEE,U,Q,,C,"EZCORP, INC.",,,
2022,C00414235,MICHIGAN INFRASTRUCTURE & TRANSPORTATION ASSOCIATION FEDERAL PAC,U,N,,T,MICHIGAN INFRASTRUCTURE & TRANSPORTATION ASSOCIATION FEDERAL PAC,,,
2022,C00414243,FULTON FINANCIAL CORPORATION PAC (MD),U,N,,C,FULTON FINANCIAL CORPORATION,,,
2022,C00414318,LOEBSACK FOR CONGRESS,P,H,DEM,,,H6IA02146,DEM,H
2022,C00414425,IAP WORLDWIDE SERVICES INC. POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2022,C00414474,AMERIPRISE FINANCIAL INC. POLITICAL ACTION COMMITTEE (AMERIPRISEPAC),B,Q,,C,AMERIPRISE FINANCIAL INC.,,,
2022,C00414490,GOLDEN GRAIN ENERGY LLC POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2022,C00414599,UNDERGROUND CONTRACTORS ASSOCIATION PAC,U,N,,T,UNDERGROUND CONTRACTORS ASSOCIATION PAC,,,
2022,C00414649,ENCOMPASS HEALTH CORPORATION POLITICAL ACTION COMMITTEE,B,Q,,C,ENCOMPASS HEALTH CORPORATION,,,
2022,C00414888,DECLARATION ALLIANCE PAC,U,Q,,W,NONE,,,
2022,C00414896,OSI SYSTEMS INC PAC OSI PAC,B,Q,,C,OSI SYSTEMS INC.,,,
2022,C00415026,AMERICAN FUELS AND PETROCHEMICAL MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE (AFPMPAC),B,Q,,T,AMERICAN FUELS AND PETROCHEMICAL MANUFACTURERS ASSOCIATION,,,
2022,C00415075,SANTA CLARA COUNTY REPUBLICAN PARTY(FED),U,Y,REP,,CALIFORNIA REPUBLICAN PARTY (FEDERAL),,,
2022,C00415182,FRIENDS OF JOHN SARBANES,P,H,DEM,,,H6MD03292,DEM,H
2022,C00415208,LONE STAR LEADERSHIP PAC,D,Q,,,MICHAEL BURGESS,,,
2022,C00415232,MAJORITY LEADERS FEDERAL FUND,U,N,,,NONE,,,
2022,C00415257,WHITETAIL DEER FARMERS OF OHIO INC.,U,N,,C,WHITETAIL DEER FARMERS OF OHIO INC.,,,
2022,C00415331,CLARKE FOR CONGRESS,P,H,DEM,,NONE,H4NY11138,DEM,H
2022,C00415372,NATIONAL ASSOCIATION OF ENROLLED AGENTS POLITICAL ACTION COMMITTEE,B,Q,,M,NATIONAL ASSOCIATION OF ENROLLED AGENTS,,,
2022,C00415539,ARIZONA WESTSIDE DISTRICTS PAC,U,Q,,,,,,
2022,C00415745,HACKETT FOR SENATE,P,S,DEM,,,S6OH00155,DEM,S
2022,C00415752,BORDER HEALTH FEDERAL PAC,U,Q,,,NONE,,,
2022,C00415869,HARVEST PAC,D,Q,,,,,,
2022,C00415992,BLUMENAUER CENTURY FUND,J,N,,,,H6OR03064,DEM,H
2022,C00416131,MIDWEST VALUES PAC,D,Q,,,NONE,,,
2022,C00416271,WEST END DEMOCRATIC CLUB - FEDERAL,U,N,,,,,,
2022,C00416297,NORTH CAROLINA COTTON PRODUCERS ASSOCIATION COMMITTEE (NCCPAC),U,Q,,M,,,,
2022,C00416305,FIRST COLONIES ANESTHESIA ASSOCIATES LLC POLITICAL ACTION COMMITTEE,U,Q,,C,,,,
2022,C00416495,LOEWS CORPORATION PUBLIC AFFAIRS COMMITTEE,B,Q,,C,LOEWS CORPORATION,,,
2022,C00416552,3T PAC,D,N,,,NICK J. RAHALL II,,,
2022,C00416594,JIM JORDAN FOR CONGRESS,P,H,REP,,BUCKEYE VICTORY FUND,H6OH04082,REP,H
2022,C00416636,"AUCTANE, INC. PAC",U,Q,,C,"AUCTANE, INC.",,,
2022,C00416685,"BSA , THE SOFTWARE ALLIANCE PAC",U,Q,,C,,,,
2022,C00416693,CORELOGIC INC PAC,U,Q,,C,"CORELOGIC, INC.",,,
2022,C00416743,VICTORY NOW PAC,D,Q,DEM,,VAN HOLLEN,,,
2022,C00416982,MINNESOTA CORN GROWERS ASSOCIATION FEDERAL PAC,U,Q,,M,,,,
2022,C00417063,"WEST VIRGINIA REPUBLICAN PARTY, INC.",U,Y,REP,,TEAM MORRISEY,S8WV00143,REP,S
2022,C00417097,FOOTHILL COMMUNITY DEMOCRATS,U,N,,,,,,
2022,C00417139,KB HOME AMERICAN DREAM PAC,B,Q,,C,KB HOME,,,
2022,C00417295,MASS PAC,D,Q,,,,,,
2022,C00417360,BARGE DESIGN SOLUTIONS INC. FEDERAL POLITICAL ACTION COMMITTEE,U,N,,C,,,,
2022,C00417394,INTL ASSOC OF HEAT/FROST INSULATORS/ASBESTOS WKRS LOC NO 1 PAC (IAH,U,Q,,,,,,
2022,C00417493,PROGRESSIVE AMERICANS FOR DEMOCRACY,D,Q,,,,,,
2022,C00417584,AMERICA 2.0 PAC,D,Q,,,TIM RYAN VICTORY FUND 2022,,,
2022,C00417634,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC,B,Q,,T,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION,,,
2022,C00417675,MINNESOTA FARM BUREAU FEDERATION POLITICAL ACTION COMMITTEE,U,Q,,M,,,,
2022,C00417717,KENTUCKY FORWARD PAC,D,N,,,,,,
2022,C00417733,DEMOCRATS FOR EDUCATION REFORM,U,Q,,,,,,
2022,C00417766,COLORADO ASSOCIATION OF WHEAT GROWERS POLITICAL ACTION COMMITTEE (CAWGPAC),U,Q,,M,,,,
2022,C00417774,CALIFORNIA COAST CREDIT UNION FEDERAL PAC,U,Q,,C,CALIFORNIA COAST CREDIT UNION,,,
2022,C00417857,MINUTEMAN PAC INC,U,V,,,NONE,,,
2022,C00417865,TRUEDEM LEADERSHIP FUND,D,Q,,,REP MARCY KAPTUR,,,
2022,C00417915,DPWN HOLDINGS (USA) INC/DHL POLITICAL ACTION COMMITTEE,B,N,,C,,,,
2022,C00418095,FRAGOMEN POLITICAL ACTION COMMITTEE (FRAGOMEN PAC),U,Q,,,,,,
2022,C00418103,LIBERTARIAN NATIONAL CONGRESSIONAL COMMITTEE INC,U,X,LIB,,NONE,,,
2022,C00418145,VANDEVENTER BLACK LLP PAC,U,N,,,,,,
2022,C00418186,STONEWALL DEMOCRATIC CAUCUS OF ARKANSAS PAC,U,N,,,,,,
2022,C00418269,AMERICAN COMMERCIAL BARGE LINE LLC PAC,B,Q,,C,AMERICAN COMMERCIAL BARGE LINE LLC,,,
2022,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,P,H,DEM,,,H6GA04129,DEM,H
2022,C00418400,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 49 PAC,U,Q,,L,ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS,,,
2022,C00418582,EMERGEORTHO P.A. POLITICAL ACTION COMMITTEE,U,Q,,M,EMERGEORTHO PA,,,
2022,C00418616,STATE TROOPERS NCO ASSOCIATION OF NEW JERSEY FEDERAL PAC,U,Q,,L,STATE TROOPERS ASSOCIATION OF NEW JERSEY INC,,,
2022,C00418731,WILLIS NORTH AMERICA INC POLITICAL ACTION COMMITTEE,B,Q,,C,WILLIS NORTH AMERICA INC.,,,
2022,C00418830,"M/I HOMES, INC. POLITICAL ACTION COMMITTEE",U,Q,,C,,,,
2022,C00418889,TRAVIS COUNTY REPUBLICAN PARTY FEDERAL COMMITTEE,U,X,REP,,REPUBLICAN PARTY OF TEXAS,,,
2022,C00418897,VOTEVETS,U,W,,,NONE,,,
2022,C00419028,SILICON VALLEY DEMOCRATIC CLUB,U,Q,,,NONE,,,
2022,C00419036,INFORMATION TECHNOLOGY INDUSTRY COUNCIL POLITICAL ACTION COMMITTEE  (ITI PAC),B,N,,M,,,,
2022,C00419051,"SMITH & WESSON BRANDS, INC. POLITICAL ACTION COMMITTEE",B,N,,C,"SMITH & WESSON BRANDS, INC.",,,
2022,C00419242,TEXAS RIGHT TO LIFE POLITICAL ACTION C,U,O,,,TEXAS RIGHT TO LIFE COMMITTEE INC,,,
2022,C00419283,DEMOCRATS OF SOUTHWEST RIVERSIDE COUNTY,U,N,,,NONE,,,
2022,C00419556,"GERSON LEHRMAN GROUP INC. PAC, INC. (GERSON LEHRMAN GROUP PAC, INC.)",U,Q,,C,,,,
2022,C00419572,"DEMOCRATIC SOCIALISTS OF AMERICA, INC. PAC",U,Q,,C,,,,
2022,C00419630,YARMUTH FOR CONGRESS,P,H,DEM,,,H6KY03124,DEM,H
2022,C00419754,BULLDOG DEMOCRATS,U,N,,M,,,,
2022,C00419911,"LUMEN TECHNOLOGIES, INC. POLITICAL ACTION COMMITTEE",B,Q,,C,,,,
2022,C00419978,DEFEAT BAD LEADERS 2020,U,N,DEM,,,H6NH01230,DEM,H
2022,C00419986,MONTEREY COUNTY DEMOCRATIC CENTRAL COMMITTEE,U,X,DEM,,NONE,,,
2022,C00420000,NATIONAL ASSOCIATION OF LANDSCAPE PROFESSIONALS INC. PAC,B,Q,,T,"NATIONAL ASSOCIATION OF LANDSCAPE PROFESSIONALS, INC.",,,
2022,C00420125,CP&Y INC PAC,U,N,,C,CP&Y INC,,,
2022,C00420398,BOEHRINGER INGELHEIM USA CORPORATION POLITICAL ACTION COMMITTEE,B,Q,,C,BOEHRINGER INGELHEIM USA CORPORATION,,,
2022,C00420497,"FRIENDS OF PORK, OHIO PORK PRODUCERS PAC",U,Q,,T,OHIO PORK COUNCIL,,,
2022,C00420554,MARIPOSA DEMOCRATIC CLUB,U,X,,,,,,
2022,C00420596,CURTISS WRIGHT CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE,B,Q,,C,CURTISS WRIGHT CORPORATION,,,
2022,C00420695,JPAC,U,Q,,,,,,
2022,C00420745,LAMBORN FOR CONGRESS,P,H,REP,,NONE,H6CO05159,REP,H
2022,C00420760,FRIENDS OF MAZIE HIRONO,P,S,DEM,,HIRONO TOKUDA VICTORY,S2HI00106,DEM,S
2022,C00420935,KEVIN MCCARTHY FOR CONGRESS,P,H,REP,,MCCARTHY VICTORY FUND,H6CA22125,REP,H
2022,C00420950,"PIONEER NATURAL RESOURCES USA, INC. FEDERAL POLITICAL ACTION COMMITTEE",B,Q,,C,"PIONEER NATURAL RESOURCES USA, INC.",,,
2022,C00421008,METAL LATHERS LOCAL 46 PAC,U,Q,,L,METAL LATHERS UNION,,,
2022,C00421016,RUSSELL INVESTMENT GROUP FEDERAL POLITICAL ACTION COMMITTEE,B,Q,,C,RUSSELL INVESTMENT GROUP,,,
2022,C00421057,SOUTH ORANGE COUNTY DEMOCRATIC CLUB,U,N,,,NONE,,,
2022,C00421230,"AIRBUS GROUP, INC. PAC",B,Q,,C,"AIRBUS GROUP, INC.",,,
2022,C00421487,PRAGMATICS INCORPORATED POLITICAL ACTION COMMITTEE,U,Q,,C,PRAGMATICS INCORPORATED POLITICAL ACTION COMMITTEE,,,
2022,C00421735,DIVERSICARE HEALTHCARE INC. POLITICAL ACTION COMMITTEE,U,Q,,C,DIVERSICARE HEALTHCARE INC.,,,
2022,C00421750,CALVEY FOR CONGRESS,P,H,REP,,,H6OK05228,REP,H
2022,C00421982,SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC),B,Q,,T,SOLAR ENERGY INDUSTRIES ASSOCIATION,,,
2022,C00422022,AUBURN AREA DEMOCRATIC CLUB,U,Y,DEM,,PLACER COUNTY DEMOCRATIC CENTRAL COMMITTEE,,,
2022,C00422279,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA POLITICAL ACTION COMMITTEE,U,N,,T,,,,
2022,C00422428,DEMOCRATS OF THE DESERT,U,Q,DEM,,NONE,,,
2022,C00422436,SOUTH ASIAN AMERICAN FORUM (SAAF),B,N,,,,,,
2022,C00422501,CSL EMPLOYEES POLITICAL ACTION COMMITTEE,B,Q,,C,CSL BEHRING,,,
2022,C00422519,NEW TRIER DEMOCRATIC ORGANIZATION,U,Y,DEM,,NONE,,,
2022,C00422642,HAZE FOR CONGRESS,P,H,DEM,,NONE,H6CA21176,DEM,H
2022,C00422667,SELF STORAGE ASSOCIATION POLITICAL ACTION COMMITTEE,U,N,,T,,,,
2022,C00422774,FRONTLINE USA,D,Q,,,SCHIFF LEADS PAC,,,
2022,C00422881,WISCONSIN HOSPITAL ASSOCIATION INC FEDERAL PAC DBA WISCONSIN HOSPITAL ASSOC FEDERAL PAC,B,Q,,T,WISCONSIN HOSPITAL ASSOCIATION,,,
2022,C00422980,COHEN FOR CONGRESS,P,H,DEM,,NONE,H6TN09068,DEM,H
2022,C00423012,LIBERTARIAN PARTY OF NEVADA,U,X,LIB,,NONE,,,
2022,C00423079,DEMOCRATS RESHAPING AMERICA (DREAMPAC),D,Q,,,,,,
2022,C00423178,MICHAEL TENENBAUM FOR CONGRESS,P,H,REP,,NONE,H6CA24279,REP,H
2022,C00423228,AMERICAN GASTROENTEROLOGICAL ASSOCIATION INC. PAC,B,Q,,T,AMERICAN GASTROENTEROLOGICAL ASSOCIATION,,,
2022,C00423236,SUNOVION PHARMACEUTICALS INC. GOOD GOVERNANCE FUND,B,Q,,C,SUNOVION PHARMACEUTICALS INC.,,,
2022,C00423459,WYOMING BANKERS ASSOCIATION BANKPAC,U,Q,,T,AMERICAN BANKERS ASSOCIATION,,,
2022,C00423731,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 139,U,Q,,L,ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS,,,
2022,C00423814,PENN ENTERTAINMENT INC POLITICAL ACTION COMMITTEE,U,Q,,C,PENN ENTERTAINMENT INC POLITICAL ACTION COMMITTEE,,,
2022,C00423855,"SPOK, INC. PAC",U,N,,C,,,,
2022,C00423863,HEALTHCARE SUPPLY CHAIN ASSOCIATION POLITICAL ACTION COMMITTEE (HSCA PAC),B,Q,,T,HEALTHCARE SUPPLY CHAIN ASSOCIATION,,,
2022,C00423871,CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY/ATRIUM HEALTH EMPLOYEES FED PAC,U,Q,,W,CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY D/B/A ATRIUM HEALTH,,,
2022,C00424010,ACME BRICK COMPANY GOOD GOVERNMENT FUND FOR FEDERAL ELECTIONS,U,Q,,C,BERKSHIRE HATHAWAY ENERGY COMPANY PAC,,,
2022,C00424143,ALLIANCE FOR PHARMACY COMPOUNDING PAC (COMP PAC),B,Q,,M,,,,
2022,C00424218,ANYWHERE REAL ESTATE INC. PAC (ANYWHERE REAL ESTATE PAC),U,Q,,C,ANYWHERE REAL ESTATE INC.,,,
2022,C00424226,ALLEGHENY COUNTY DEMOCRATIC COMMITTEE - FEDERAL,U,X,DEM,,PENNSYLVANIA DEMOCRATIC PARTY,,,
2022,C00424366,HORNBECK OFFSHORE SERVICES INC POLITICAL ACTION COMMITTEE,U,N,,C,"HORNBECK OFFSHORE SERVICES, INC.",,,
2022,C00424374,"WYNDHAM DESTINATIONS, INC POLITICAL ACTION COMMITTEE",U,Q,,C,,,,
