rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
2408,MATTHEW WEINBERG FOR NEW YORK,,3,1268.0,nyboe,in_master_no_party,,,,97.97,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2409,"MATTEO, STEVEN",,3,100.0,nyccfb,not_in_fec_master,,,,97.97,REP,false,false,high,Steven Matteo was the Republican City Council Minority Leader representing District 50 on Staten Island,,candidate,web-research-v2-2026-08-10,yes
2410,C00307991,CICILLINE VICTORY FUND,3,3500.0,fec,in_master_no_party,Q,,CICILLINE VICTORY FUND,97.97,DEM,false,false,high,David Cicilline was the Democratic United States Representative from Rhode Island,,joint_fundraising,web-research-v2-2026-08-10,yes
2411,C00885137,SPEAK UP PAC,3,100.0,fec,in_master_no_party,W,,NONE,97.97,,false,false,low,Hybrid PAC with no identifiable sponsor in FEC filings,https://www.fec.gov/data/committee/C00885137/,ideological_pac,web-research-v2-2026-08-10,yes
2412,COMMITTEE TO ELECT MICHAEL E KRAVER,,3,221.0,nyboe,in_master_no_party,,,,97.98,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2413,NEW YORK STATE SCRAP RECYCLERS PAC,,3,7473.9,nyboe,in_master_no_party,,,,97.98,,false,true,high,Political action committee of the New York State scrap metal recycling industry,,trade_assoc_pac,carried-forward:committees_tagged:name,yes
2414,NEW YORK STATE DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,,3,252.0,nyboe,in_master_no_party,,,,97.98,,false,true,high,Professional or employer trade association PAC rather than a labor union and its giving goes to legislators of both parties,,trade_assoc_pac,carried-forward:committees_tagged:name,yes
2415,IAN FOR QUEENS,,3,800.0,nyboe,in_master_no_party,,,,97.98,,false,false,low,Committee identified only by a first name which is not enough to identify the candidate or party,,candidate,carried-forward:committees_tagged:name,yes
2416,JOYCE FOR NEW YORK,,3,625.0,nyboe,in_master_no_party,,,,97.98,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2417,JOSEPH FOLEY FOR NEW YORK,,3,248.65,nyboe,in_master_no_party,,,,97.98,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2418,COMMITTEE FOR A BETTER POUND RIDGE,,3,325.0,nyboe,in_master_no_party,,,,97.99,,false,false,low,Local Westchester town committee with no identifiable party affiliation,,other,carried-forward:committees_tagged:name,yes
2419,COMMITTEE TO ELECT BILL GARGAN CTEBG,,3,10600.0,nyboe,in_master_no_party,,,,97.99,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2420,"NIJJAR, SUKHJINDER S",,3,450.0,nyccfb,not_in_fec_master,,,,97.99,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2421,HODGE FOR NEW YORK,,3,325.0,nyboe,in_master_no_party,,,,97.99,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2422,"HINES, HELEN",,3,95.0,nyccfb,not_in_fec_master,,,,97.99,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2423,C00669259,FF PAC,3,2215250.0,fec,in_master_no_party,V,,NONE,98.0,,false,false,low,Initials only committee name with no identifiable sponsor so no party is assigned,,other,carried-forward:committees_tagged:resolved-fec-name,yes
2424,C00677773,UNITE AMERICA REFORM FUND,3,35250.0,fec,in_master_no_party,W,,UNITE AMERICA REFORM FUND,98.0,,false,false,high,Unite America funds independents and reform candidates across both parties so no single party is supported,,ideological_pac,web-research-v2-2026-08-10,yes
2425,C00677591,TAKING THE HILL PAC,3,2750.0,fec,in_master_no_party,Q,,NONE,98.0,,false,false,low,Federal PAC whose sponsoring officeholder could not be established,,other,carried-forward:committees_tagged:resolved-fec-name,yes
2426,MATTONE POLITICAL ACTION COMMITTEE INC,,3,180000.0,nyboe,in_master_no_party,,,,98.0,,false,true,medium,Political action committee tied to the Mattone Group Queens real estate development company,,corporate_pac,carried-forward:committees_tagged:name,yes
2427,HERCULES FOR CITY COUNCIL,,3,75.0,nyboe,in_master_no_party,,,,98.0,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2428,SHAWN KELLY FOR SUPREME COURT 2018,,3,550.0,nyboe,in_master_no_party,,,,98.01,,false,false,medium,Shawn Kelly sought a New York Supreme Court seat and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2429,C00739557,ASIAN AMERICAN ADVOCACY FUND PAC,3,1000.0,fec,in_master_no_party,O,,NONE,98.01,DEM,false,false,medium,Super PAC of the progressive Georgia based Asian American Advocacy Fund which backs Democrats,https://www.fec.gov/data/committee/C00739557/,ideological_pac,web-research-v2-2026-08-10,yes
2430,COMMITTEE TO ELECT STEPHANIE LIGGIO,,3,1350.0,nyboe,in_master_no_party,,,,98.01,,false,false,low,No officeholder or candidate named Stephanie Liggio could be identified,,candidate,carried-forward:committees_tagged:name,yes
2431,NEW YORK CITY HOSPITALITY ALLIANCE PAC,,3,3100.0,nyboe,in_master_no_party,,,,98.01,,false,true,high,The New York City Hospitality Alliance is the restaurant and nightlife employers trade association and its PAC funds officials of both parties,,trade_assoc_pac,carried-forward:committees_tagged:name,yes
2432,COMMITTEE TO ELECT CHRISTINA CALARCO,,3,450.0,nyboe,in_master_no_party,,,,98.01,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2433,COMMITTEE TO ELECT CHERYL M. HELFER DISTRICT COURT JUDGE,,3,950.0,nyboe,in_master_no_party,,,,98.02,,false,false,medium,Judicial campaign committee for Cheryl Helfer for District Court which is the Nassau and Suffolk trial court and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2434,ALYAH FOR NEW YORK 2024,,3,1365.7,nyboe,in_master_no_party,,,,98.02,,false,false,low,Committee identified only by a first name which is not enough to identify the candidate or party,,candidate,carried-forward:committees_tagged:name,yes
2435,ALVIN GAMBLE FOR SENATE,,3,3.64,nyboe,in_master_no_party,,,,98.02,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2436,HELEN HINES FOR CITY COUNCIL,,3,95.0,nyboe,in_master_no_party,,,,98.02,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2437,"JORDAN, KRISTIN R",,3,235.0,nyccfb,not_in_fec_master,,,,98.02,DEM,false,false,high,Kristin Richardson Jordan won the Democratic primary and the seat for City Council District 9 in Harlem,,candidate,web-research-v2-2026-08-10,yes
2438,JUDY KIM FOR SUPREME COURT 2025,,3,1646.46,nyboe,in_master_no_party,,,,98.03,,false,false,medium,Judy Kim sought a New York Supreme Court seat and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2439,JUDY KIM FOR SUPREME COURT 2023,,3,550.0,nyboe,in_master_no_party,,,,98.03,,false,false,medium,Judy Kim sought a New York Supreme Court seat and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2440,C00651554,MOULTON LEADERSHIP FUND,3,9800.0,fec,in_master_no_party,N,,NONE,98.03,,false,false,low,Leadership style fund whose sponsoring officeholder could not be confirmed,,leadership_pac,carried-forward:committees_tagged:resolved-fec-name,yes
2441,FRIENDS OF FERNANDO AQUINO,,3,150.0,nyboe,in_master_no_party,,,,98.03,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2442,MAHTAB KHAN FOR NY,,3,450.0,nyboe,in_master_no_party,,,,98.03,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2443,MARK DRNEK FOR COUNCIL,,3,100.0,nyboe,in_master_no_party,,,,98.04,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2444,FRIENDS OF ED WIGGINS,,3,8500.0,nyboe,not_in_fec_master,,,,98.04,,false,false,low,No New York officeholder or candidate named Ed Wiggins could be identified,,candidate,web-research-v2-2026-08-10,yes
2445,"HAVRANEK, GEORGE F",,3,525.0,nyccfb,not_in_fec_master,,,,98.04,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2446,HARMONGOFF 4 NY 2024,,3,75.0,nyboe,in_master_no_party,,,,98.04,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2447,"HAQ, MAMNUNUL M",,3,425.0,nyccfb,not_in_fec_master,,,,98.04,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2448,"GOMEZ, GLENNIS E",,3,250.0,nyccfb,not_in_fec_master,,,,98.05,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2449,C00499400,TRUCK RENTING AND LEASING ASSOCIATION,3,4000.0,fec,in_master_no_party,Q,T,TRUCK RENTING AND LEASING ASSOCIATION,98.05,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
2450,C00495887,SCOTT,3,4500.0,fec,in_master_no_party,Q,,SCOTT,98.05,,false,false,low,Members of Congress named Scott serve in both parties so the sponsor cannot be pinned down,,leadership_pac,web-research-v2-2026-08-10,yes
2451,COMMITTEE TO ELECT SHERVEAL MIMES - CIVIL COURT JUDGE,,3,488.42,nyboe,in_master_no_party,,,,98.05,,false,false,medium,Civil Court judicial campaign and judicial races are left unsided under the cross-endorsement rule,,candidate,carried-forward:committees_tagged:name,yes
2452,COMMITTEE TO RE-ELECT JUAN FIGUEROA,,3,650.0,nyboe,in_master_no_party,,,,98.05,,false,false,low,No officeholder or candidate named Juan Figueroa could be identified with confidence,,candidate,carried-forward:committees_tagged:name,yes
2453,GOLDMAN2023,,3,218.0,nyboe,in_master_no_party,,,,98.06,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2454,"ANGLADE, JEAN H",,3,125.0,nyccfb,not_in_fec_master,,,,98.06,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2455,"SEPULVEDA, JULIAN S",,3,300.0,nyccfb,not_in_fec_master,,,,98.06,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2456,C00749200,IOWA GRASSROOTS VICTORY FUND,3,10500.0,fec,in_master_no_party,N,,NONE,98.06,DEM,false,false,high,Joint fundraising committee of Theresa Greenfield for Iowa and the Iowa Democratic Party,https://www.fec.gov/data/committee/C00749200/,joint_fundraising,web-research-v2-2026-08-10,yes
2457,C00624049,LOFGREN VICTORY FUND,3,2500.0,fec,in_master_no_party,N,,NONE,98.06,DEM,false,false,high,Joint fundraising committee for Democratic Congresswoman Zoe Lofgren of California,https://www.fec.gov/data/committee/C00624049/,joint_fundraising,web-research-v2-2026-08-10,yes
2458,"QUAGLIONE, JOHN",,3,575.0,nyccfb,not_in_fec_master,,,,98.07,REP,false,false,high,John Quaglione was the Republican nominee for City Council District 43 in Bay Ridge and a longtime aide to Republican State Senator Marty Golden,,candidate,web-research-v2-2026-08-10,yes
2459,"PRUSSMAN, STACEY H",,3,170.0,nyccfb,not_in_fec_master,,,,98.07,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2460,C00188011,"NATIONAL TANK TRUCK CARRIERS, INC.",3,1250.0,fec,in_master_no_party,Q,T,"NATIONAL TANK TRUCK CARRIERS, INC.",98.07,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
2461,C00236414,TRANSAMERICA,3,63.0,fec,in_master_no_party,Q,C,TRANSAMERICA,98.07,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
2462,C00226548,VISTRA ENERGY,3,15000.0,fec,in_master_no_party,Q,C,VISTRA ENERGY,98.07,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
2463,C00616912,WOMEN VOTE SMART,3,1384.0,fec,in_master_no_party,V,,NONE,98.08,,false,false,low,Hybrid PAC focused on women voters whose partisan beneficiaries could not be verified,https://www.fec.gov/data/committee/C00616912/,ideological_pac,web-research-v2-2026-08-10,yes
2464,GIBSON 2017,,3,600.0,nyboe,in_master_no_party,,,,98.08,,false,false,low,No New York officeholder or candidate named Gibson could be identified for this committee,,candidate,carried-forward:committees_tagged:name,yes
2465,COMMITTEE FOR ALBERTO TORRES,,3,3250.0,nyboe,in_master_no_party,,,,98.08,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2466,C00626564,THE SEASONAL EMPLOYER PAC,3,6100.0,fec,in_master_no_party,Q,,NONE,98.08,,false,true,medium,Employer association PAC for seasonal and guest worker employers which funds incumbents of both parties,,trade_assoc_pac,carried-forward:committees_tagged:resolved-fec-name,yes
2467,"GOMEZ, INGRID P",,3,121.0,nyccfb,not_in_fec_master,,,,98.08,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2468,C00710657,NIGRO FOR CONGRESS,3,850.0,fec,in_master_no_party,H,,NONE,98.09,,false,false,high,Principal campaign committee of Jeanne Nigro who ran in New York's 10th district as an independent,https://www.fec.gov/data/committee/C00710657/,candidate,web-research-v2-2026-08-10,yes
2469,C00521328,"THE NIELSEN COMPANY (US), LLC FEDERAL POLITICAL ACTION COMMITTEE (NIELSEN PAC)",3,1600.0,fec,in_master_no_party,Q,C,,98.09,,false,true,high,Employee funded corporate PAC of the Nielsen Company which the FEC codes as a corporation,https://www.fec.gov/data/committee/C00521328/,corporate_pac,web-research-v2-2026-08-10,yes
2470,C00516047,ANGUS KING FOR U.S. SENATE CAMPAIGN,3,1600.0,fec,in_master_no_party,S,,NONE,98.09,,false,false,high,Angus King is an independent United States Senator from Maine who runs on no major party line,,candidate,carried-forward:committees_tagged:resolved-fec-name,yes
2471,COELLO FOR ASSEMBLY,,3,1800.0,nyboe,in_master_no_party,,,,98.09,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2472,COMMITTEE FOR THE ELECTION OF DANIELLE NOEL,,3,1100.0,nyboe,in_master_no_party,,,,98.09,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2473,SCAGNELLI FOR JUDGE,,3,1500.0,nyboe,in_master_no_party,,,,98.1,,false,false,medium,Committee for a candidate named Scagnelli in a New York judicial race and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2474,PEOPLE FOR NEW YORK,,3,1600.0,nyboe,in_master_no_party,,,,98.1,,false,false,low,No identifiable sponsor or candidate found for this committee name,,other,carried-forward:committees_tagged:name,yes
2475,C00909994,"FIELD TEAM 6, INC.",3,2250.0,fec,in_master_no_party,O,,NONE,98.1,DEM,false,false,medium,Super PAC of Field Team 6 whose stated mission is registering Democratic voters,https://www.fec.gov/data/committee/C00909994/,ideological_pac,web-research-v2-2026-08-10,yes
2476,PROTECT THE PROTECTORS,,3,20250.0,nyboe,in_master_no_party,,,,98.1,,false,false,low,Slogan style New York committee whose sponsoring organization could not be identified,,other,carried-forward:committees_tagged:name,yes
2477,FRIENDS OF GALANTE,,3,155.0,nyboe,in_master_no_party,,,,98.1,,false,false,low,No New York officeholder or candidate named Galante could be identified for this committee,,candidate,carried-forward:committees_tagged:name,yes
2478,FRIENDS OF ELVIRA CASTILLO,,3,1200.0,nyboe,in_master_no_party,,,,98.11,,false,false,low,No New York officeholder or candidate named Elvira Castillo could be identified for this committee,,candidate,carried-forward:committees_tagged:name,yes
2479,PIA RAHMAN FOR ASSEMBLY,,3,85.0,nyboe,in_master_no_party,,,,98.11,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2480,C00651430,GOLF COURSE SUPERINTENDENTS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE,3,1000.0,fec,in_master_no_party,Q,M,,98.11,,false,true,high,Trade and professional association PAC of golf course superintendents which funds incumbents of both parties,https://www.fec.gov/data/committee/C00651430/,trade_assoc_pac,web-research-v2-2026-08-10,yes
2481,C00663062,NATIONAL ASSOCIATION OF EMS PHYSICIANS,3,2900.0,fec,in_master_no_party,Q,T,NATIONAL ASSOCIATION OF EMS PHYSICIANS,98.11,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
2482,JULIE FOR NY,,3,150.0,nyboe,in_master_no_party,,,,98.11,,false,false,low,First-name-only committee that cannot be matched to a specific New York candidate,,candidate,carried-forward:committees_tagged:name,yes
2483,KAVANAGH FOR CIVIL COURT JUDGE,,3,400.0,nyboe,in_master_no_party,,,,98.12,,false,false,medium,Committee for a candidate named Kavanagh in a New York Civil Court race and judicial committees are left unsided because Nassau and Suffolk judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
2484,KATHY VALLETTA FOR ASSEMBLY,,3,1100.0,nyboe,in_master_no_party,,,,98.12,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2485,ANDREW LEVEN FOR RIVERHEAD TOWN BOARD,,3,401.0,nyboe,in_master_no_party,,,,98.12,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2486,C00754051,WORKERS VOTE,3,400.0,fec,in_master_no_party,O,,,98.12,,false,false,low,New York super PAC whose union sponsorship and partisan beneficiaries could not be confirmed,https://www.fec.gov/data/committee/C00754051/,ideological_pac,web-research-v2-2026-08-10,yes
2487,C00753947,TORRES,3,7450.0,fec,in_master_no_party,Q,,TORRES,98.12,DEM,false,false,medium,The members of Congress named Torres in this period are Democrats including Ritchie Torres of New York,,leadership_pac,web-research-v2-2026-08-10,yes
2488,C00873406,HOUSE VICTORY PROJECT 2024,3,115500.0,fec,in_master_no_party,H,,,98.13,,false,false,low,Joint fundraising committee whose participating candidates and party could not be confirmed,,joint_fundraising,carried-forward:committees_tagged:resolved-fec-name,yes
2489,"MAISEL, ALAN",,3,223.0,nyccfb,not_in_fec_master,,,,98.13,DEM,false,false,high,Alan Maisel was the Democratic City Council member for District 46 in Brooklyn and a former Democratic Assembly member,,candidate,web-research-v2-2026-08-10,yes
2490,FRIENDS OF GABI MADDEN,,3,6025.0,nyboe,in_master_no_party,,,,98.13,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2491,FRIENDS OF HOLLY TANNER,,3,600.0,nyboe,in_master_no_party,,,,98.13,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2492,FRIENDS OF FARIAS,,3,60.0,nyboe,in_master_no_party,,,,98.13,,false,false,low,No first name is given so the candidate named Farias cannot be identified,,candidate,carried-forward:committees_tagged:name,yes
2493,"MCPHATTER, SHANDUKE L",,3,225.0,nyccfb,not_in_fec_master,,,,98.13,DEM,false,false,medium,Shanduke McPhatter is a Brooklyn anti-violence organizer who ran in the Democratic primary for City Council District 36,,candidate,web-research-v2-2026-08-10,yes
2494,C00340943,DAVITA INC.,3,57.0,fec,in_master_no_party,Q,C,DAVITA INC.,98.14,,false,true,high,FEC registers this committee with organization type C or W meaning a corporation so it is an employer-sponsored PAC that funds incumbents of both parties,,corporate_pac,rule-engine-v2 (fec:org_tp=corporate),yes
2495,FRIENDS OF BILL ANDREWS,,3,350.0,nyboe,in_master_no_party,,,,98.14,,false,false,low,No New York officeholder or candidate named Bill Andrews could be identified for this committee,,candidate,carried-forward:committees_tagged:name,yes
2496,C00751834,WIN THE SENATE 2020,3,6300.0,fec,in_master_no_party,S,,,98.14,DEM,false,false,high,Joint fundraising committee of ten Democratic Senate candidates including Ossoff Hickenlooper and Kelly,https://www.fec.gov/data/committee/C00751834/,joint_fundraising,web-research-v2-2026-08-10,yes
2497,C00754424,THE FOUNDERS COMMITTEE,3,33600.0,fec,in_master_no_party,N,,NONE,98.14,REP,false,false,high,Joint fundraising committee of Republican Senate candidates state Republican parties and the McConnell Senate Committee,https://www.fec.gov/data/committee/C00754424/,joint_fundraising,web-research-v2-2026-08-10,yes
2498,C00754168,MOMS FOR SAFE NEIGHBORHOODS,3,70.0,fec,in_master_no_party,O,,NONE,98.14,,false,false,low,Terminated independent-expenditure-only super PAC with no identifiable sponsor or reported candidate spending,,ideological_pac,web-research-v2-2026-08-10,yes
2499,"ARONOV, DAVID",,3,285.0,nyccfb,not_in_fec_master,,,,98.15,DEM,false,false,medium,David Aronov ran in the Democratic primary for City Council District 24 in Queens,,candidate,web-research-v2-2026-08-10,yes
2500,"AQUINO, FERNANDO A",,3,150.0,nyccfb,not_in_fec_master,,,,98.15,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2501,CMC 2024,,3,75.0,nyboe,in_master_no_party,,,,98.15,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2502,"CUNNINGHAM, BRIAN-CHRISTOPH A",,3,115.0,nyccfb,not_in_fec_master,,,,98.15,DEM,false,false,high,Brian Cunningham ran in the Democratic primary for City Council District 40 and is the Democratic Assembly member for the 43rd District,,candidate,web-research-v2-2026-08-10,yes
2503,CRONIN FOR NEW YORK,,3,7500.0,nyboe,in_master_no_party,,,,98.15,,false,false,low,Could not identify the Cronin behind this committee or the party line involved,,candidate,carried-forward:committees_tagged:name,yes
2504,BACHU FOR JUDGE 2023,,3,450.0,nyboe,in_master_no_party,,,,98.16,,false,false,medium,New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
2505,C00762963,MAGGIE HASSAN VICTORY FUND,3,7400.0,fec,in_master_no_party,N,,NONE,98.16,DEM,false,false,high,Joint fundraising committee of Democratic Senator Maggie Hassan with the DSCC and the New Hampshire Democratic Party,,joint_fundraising,web-research-v2-2026-08-10,yes
2506,C00761163,OSSOFF-WARNOCK RECOUNT VICTORY FUND,3,2500.0,fec,in_master_no_party,N,,NONE,98.16,DEM,false,false,high,Joint fundraising committee for Democratic Georgia Senate candidates Jon Ossoff and Raphael Warnock with the DSCC,,joint_fundraising,web-research-v2-2026-08-10,yes
2507,"SCHACHTER, BESSIE R",,3,2785.0,nyccfb,not_in_fec_master,,,,98.16,DEM,false,false,medium,Bessie Schachter is a Democratic legislative aide who ran in a Democratic primary for New York City Council,,candidate,web-research-v2-2026-08-10,yes
2508,C00908806,BUILDING BLUE,3,4500.0,fec,in_master_no_party,W,,,98.16,DEM,false,false,medium,Hybrid PAC whose name uses the standard Blue shorthand for Democratic-aligned political spending,,ideological_pac,web-research-v2-2026-08-10,yes
2509,C00906511,KSHAMA FOR CONGRESS,3,631.0,fec,in_master_no_party,H,,NONE,98.17,,false,false,medium,Principal campaign committee of Kshama Sawant who is a Socialist Alternative politician and did not run on a major party line,,candidate,web-research-v2-2026-08-10,yes
2510,VEGLIANTE FOR FALLSBURG,,3,505.0,nyboe,in_master_no_party,,,,98.17,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2511,VANESSA FOR NY,,3,300.0,nyboe,in_master_no_party,,,,98.17,,false,false,low,Committee gives only a first name and no matching candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
2512,C00858530,TEAM MARY JO,3,1600.0,fec,in_master_no_party,N,,NONE,98.17,,false,false,low,No identifiable sponsor or affiliation found for this committee name,,other,carried-forward:committees_tagged:resolved-fec-name,yes
2513,C00501015,AMERICAN MID-SIZED BANKS (AMSB) POLITICAL ACTION COMMITTEE,3,1050.0,fec,in_master_no_party,Q,,NONE,98.17,,false,true,high,Trade association PAC for mid-sized banks which funds incumbents of both parties for access,,trade_assoc_pac,web-research-v2-2026-08-10,yes
2514,C00476291,JUSTIN AMASH FOR SENATE,3,525.0,fec,in_master_no_party,H,,NONE,98.18,REP,false,false,medium,Principal campaign committee for Justin Amash who sought the Republican US Senate nomination in Michigan while this committee was raising money,,candidate,web-research-v2-2026-08-10,yes
2515,DANIELLE SMIKLE FOR NYS,,3,1120.0,nyboe,in_master_no_party,,,,98.18,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2516,FRIENDS OF TIM HODGES,,3,1100.0,nyboe,in_master_no_party,,,,98.18,,false,false,low,No New York officeholder or candidate matching this committee name could be identified,,candidate,carried-forward:committees_tagged:name,yes
2517,C00769794,JUSTICE 2022,3,8500.0,fec,in_master_no_party,S,,,98.18,DEM,false,false,high,Joint fundraising committee for Democratic Senate candidates Tim Ryan of Ohio and Mandela Barnes of Wisconsin,,joint_fundraising,web-research-v2-2026-08-10,yes
2518,C00761031,FLIP THE SENATE 2020,3,750.0,fec,in_master_no_party,N,,,98.18,DEM,false,false,high,Joint fundraising committee for Democrats Jon Ossoff and Raphael Warnock with the DSCC,,joint_fundraising,web-research-v2-2026-08-10,yes
2519,DELIA M FARQUHARSON FOR MAYOR,,3,125.0,nyboe,in_master_no_party,,,,98.19,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
2520,"CRUZ, RUBEN",,3,175.0,nyccfb,not_in_fec_master,,,,98.19,,false,false,low,New York City Campaign Finance Board candidate whose party line could not be identified from available knowledge,,candidate,web-research-v2-2026-08-10,yes
2521,C00641142,MOONEY,3,15000.0,fec,in_master_no_party,Q,,MOONEY,98.19,REP,false,false,medium,Alex Mooney is the Republican United States Representative from West Virginia,,leadership_pac,web-research-v2-2026-08-10,yes
2522,C00659789,BRINDISI VICTORY FUND,3,20000.0,fec,in_master_no_party,N,,NONE,98.19,DEM,false,false,high,Joint fundraising committee of Democratic Congressman Anthony Brindisi with the New York State Democratic Committee,,joint_fundraising,web-research-v2-2026-08-10,yes
2523,C00654889,JOSH FOR NY,3,5508.0,fec,in_master_no_party,H,,NONE,98.19,,false,false,medium,Principal campaign committee of Joshua Sauberman who ran as an independent in New York's 3rd congressional district,,candidate,web-research-v2-2026-08-10,yes
