rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
5737,COMMITTEE FOR LAURETTE GIARDINO,1,15.0,nyboe,not_in_fec_master,,,,99.39,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5738,COMMITTEE TO ELECT MARGARET GARVEY TO SUPREME COURT,1,100.0,nyboe,not_in_fec_master,,,,99.39,,false,false,medium,Margaret Garvey is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5739,COMMITTEE TO ELECT MALIK EVANS,1,250.0,nyboe,not_in_fec_master,,,,99.39,DEM,false,false,high,Malik Evans is the Democratic Mayor of Rochester New York,,candidate,false,web-research-2026-08-09,yes
5740,MCNULTY FOR CONGRESS COMMITTEE,1,200.0,fec,not_in_fec_master,,,,99.39,DEM,false,false,high,Michael McNulty was the Democratic United States Representative for the Albany area of New York,,candidate,false,web-research-2026-08-09,yes
5741,MCMAHON FOR ONONDAGA COUNTY,1,200.0,nyboe,not_in_fec_master,,,,99.39,REP,false,false,high,Ryan McMahon is the Republican Onondaga County Executive in Syracuse,,candidate,false,web-research-2026-08-09,yes
5742,MCLAUGHLIN FOR CCP CITY COUNCIL PRESIDENT,1,500.0,nyboe,not_in_fec_master,,,,99.39,,false,false,low,Local city council president candidate whose identity and party line could not be confirmed,,candidate,false,web-research-2026-08-09,yes
5743,MCINNIS FOR LEGISLATURE (M4L),1,200.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5744,COMMITTEE TO ELECT LISA OKEEFE,1,50.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5745,COMMITTEE TO ELECT LINDA WILSON,1,519.52,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5746,COMMITTEE TO ELECT LINDA A. MCDONOUGH,1,100.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5747,COMMITTEE TO ELECT LENA CYMBROWITZ,1,250.0,nyboe,not_in_fec_master,,,,99.4,DEM,false,false,medium,Lena Cymbrowitz was the Democratic candidate for the Brooklyn Assembly seat later held by her husband Steven Cymbrowitz,,candidate,false,web-research-2026-08-09,yes
5748,COMMITTEE TO ELECT LARRY HOROWITZ SUPREME COURT JUSTICE,1,250.0,nyboe,not_in_fec_master,,,,99.4,,false,false,medium,Larry Horowitz is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5749,MCDONALD'S NEW YORK STATE OWNER OR OPERATOR PAC,1,1575.0,nyboe,not_in_fec_master,,,,99.4,,false,true,high,PAC of McDonald's franchise owners and operators in New York which gives to incumbents of both parties,,corporate_pac,false,web-research-2026-08-09,yes
5750,MCDONALD FOR MAYOR,1,1000.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,Committee name gives only a surname that is shared by candidates of both parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5751,FRIENDS OF ANTON KONEV,1,100.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5752,FRIENDS OF ANTHONY T. JONES,1,50.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5753,FRIENDS OF SAMUEL BEA JR.,1,25.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5754,ORDEN FOR JUSTICE,1,50.0,nyboe,not_in_fec_master,,,,99.4,,false,false,medium,Orden is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5755,ORANGE COUNTY REPUBLICAN COMMITTEE,1,285.0,nyboe,not_in_fec_master,,,,99.4,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
5756,OWUSU FOR ASSEMBLY,1,50.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5757,COMMITTEE FOR A BETTER NEW YORK,1,2700.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,Generic committee name with no identifiable sponsor so no party is assigned,,other,false,web-research-2026-08-09,yes
5758,ONONDAGA COUNTY LIBERTARIAN PARTY,1,20.0,nyboe,not_in_fec_master,,,,99.4,,false,false,high,Minor-party committee (Independence Libertarian Green Reform SAM or Forward) which does not fold to either major party under the project convention,,other,false,rule-engine-2026-08-09 (neutral:minor-party),yes
5759,ONONDAGA COUNTY GREEN PARTY,1,54.0,nyboe,not_in_fec_master,,,,99.4,,false,false,high,Minor-party committee (Independence Libertarian Green Reform SAM or Forward) which does not fold to either major party under the project convention,,other,false,rule-engine-2026-08-09 (neutral:minor-party),yes
5760,ONONDAGA COUNTY CONSERVATIVE PARTY,1,125.0,nyboe,not_in_fec_master,,,,99.4,REP,false,false,high,Conservative Party of New York committee folded to REP under the project fusion convention since it cross-endorses Republican candidates,,party_committee,false,rule-engine-2026-08-09 (fusion:CONSERVATIVE->REP),yes
5761,ONEIDA COUNTY DEMOCRATIC COMMITTEE,1,100.0,nyboe,not_in_fec_master,,,,99.4,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
5762,ONE VOICE,1,1200.0,fec,in_master_no_party,Q,,NONE,99.4,,false,false,low,Generic committee name with no identifiable sponsor so no party is assigned,,other,false,web-research-2026-08-09,yes
5763,ONE HARRISON,1,200.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,Local Harrison New York slate committee whose party affiliation could not be confirmed,,other,false,web-research-2026-08-09,yes
5764,FRIENDS OF ROBERT SVOBODA (FORS),1,474.89,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5765,FRIENDS OF ROBERT SCORRANO,1,100.0,nyboe,not_in_fec_master,,,,99.4,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5766,FRIENDS OF ROBERT J. DICARLO,1,125.0,nyboe,not_in_fec_master,,,,99.41,REP,false,false,medium,Robert DiCarlo was the Republican New York State Senator for the Bay Ridge and Staten Island district in the 1990s,,candidate,false,web-research-2026-08-09,yes
5767,FRIENDS OF BARB MULLEN,1,150.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5768,FRIENDS OF ARI KAGAN - 2012,1,125.0,nyboe,not_in_fec_master,,,,99.41,DEM,false,false,medium,Ari Kagan was a Brooklyn Democratic district leader in 2012 and only switched to the Republican Party a decade later,,candidate,false,web-research-2026-08-09,yes
5769,COMMITTEE FOR A PROGRESSIVE WEST HARLEM C4PWH CPWH,1,32.64,nyboe,not_in_fec_master,,,,99.41,,false,false,low,Neighborhood political club whose party affiliation is not stated on the committee name,,other,false,web-research-2026-08-09,yes
5770,FRIENDS OF ROBERTO LOPEZ,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5771,OLIVA 4 QUEENS,1,250.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5772,COMMITTEE TO ELECT MICHELE GRAFFEO,1,250.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5773,COMMITTEE TO ELECT MICHELE DAVILA BRONX CIVIL COURT JUDGE,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,medium,Michele Davila is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5774,COMMITTEE TO ELECT MICHAEL UHL,1,10.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5775,COMMITTEE TO ELECT MEL CALLAN,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5776,COMMITTEE TO ELECT MATTHEW MCNAMARA,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5777,MEALY FOR STATE COMMITTEE,1,20.0,nyboe,not_in_fec_master,,,,99.41,DEM,false,false,medium,Darlene Mealy is a Brooklyn Democrat and a state committee seat there is a Democratic Party office,,candidate,false,web-research-2026-08-09,yes
5778,COMMITTEE TO ELECT MARY ELLEN ODELL,1,750.0,nyboe,not_in_fec_master,,,,99.41,REP,false,false,high,MaryEllen Odell is the Republican former Putnam County Executive,,candidate,false,web-research-2026-08-09,yes
5779,COMMITTEE TO ELECT MARY BETH MURPHY,1,2000.0,nyboe,not_in_fec_master,,,,99.41,REP,false,false,medium,Mary Beth Murphy is the Republican former Town Supervisor of Somers in Westchester County,,candidate,false,web-research-2026-08-09,yes
5780,FRIENDS OF VERNICK ALVAREZ,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5781,ETHAN FOR NEW YORK,1,50.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5782,OTANO FOR CIVIL COURT,1,500.0,nyboe,not_in_fec_master,,,,99.41,,false,false,medium,Otano is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5783,OSTER FOR US,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5784,OSBORNE 4 SHERIFF,1,100.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,Local sheriff candidate whose party line could not be confirmed so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5785,ORDONEZ FOR STATE COMMITTEE,1,25.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,Candidate for a party state committee seat whose party could not be confirmed from the name,,candidate,false,web-research-2026-08-09,yes
5786,PADDY FOR ASSEMBLY,1,50.0,nyboe,not_in_fec_master,,,,99.41,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5787,OXFORD HEALTH PLANS INC COMMITTEE FOR QUALITY HEALTH CARE,1,0.0,fec,not_in_fec_master,,,,99.41,,false,true,high,Employee funded corporate PAC of the health insurer Oxford Health Plans which gives to incumbents of both parties,,corporate_pac,false,web-research-2026-08-09,yes
5788,PATRICK BURKE FOR ASSEMBLY,1,250.0,nyboe,not_in_fec_master,,,,99.41,DEM,false,false,high,Patrick Burke is the Democratic New York State Assemblymember for the 142nd district in Erie County,,candidate,false,web-research-2026-08-09,yes
5789,PATRICK BOBILIN FOR NEW YORK,1,35.0,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Patrick Bobilin ran in the Democratic primary against Carolyn Maloney in New York's 12th congressional district,,candidate,false,web-research-2026-08-09,yes
5790,COMMERCIAL REAL ESTATE FINANCE COUNCIL PAC,1,500.0,fec,in_master_no_party,Q,M,COMMERCIAL REAL ESTATE FINANCE COUNCIL,99.42,,false,true,high,PAC of the Commercial Real Estate Finance Council an industry trade association that funds incumbents of both parties,,trade_assoc_pac,false,web-research-2026-08-09,yes
5791,COMM. TO RE-ELECT JUDGE PETER ROSATO,1,500.0,nyboe,not_in_fec_master,,,,99.42,,false,false,medium,Peter Rosato is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5792,COMEBACK PAC,1,100000.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,Generic PAC name with no identifiable sponsor so no party is assigned,,other,false,web-research-2026-08-09,yes
5793,FRIENDS OF ROBERT CANTELMO,1,100.0,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Robert Cantelmo is the Democratic Mayor of Ithaca New York,,candidate,false,web-research-2026-08-09,yes
5794,FRIENDS OF ROB PALMIERI,1,2500.0,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Robert Palmieri is the Democratic Mayor of Utica New York,,candidate,false,web-research-2026-08-09,yes
5795,FRIENDS OF ROB BONOMOLO,1,260.25,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5796,FRIENDS OF BEN WETZLER,1,100.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5797,FRIENDS OF BEN SOLOTAIRE,1,50.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5798,FRIENDS OF ROLANDO T. ACOSTA,1,250.0,nyboe,not_in_fec_master,,,,99.42,,false,false,medium,Rolando Acosta is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5799,FRIENDS OF ROGER MADON,1,100.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5800,FRIENDS OF ROBIN LOIS,1,100.0,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Robin Lois is the Democratic Dutchess County Comptroller,,candidate,false,web-research-2026-08-09,yes
5801,FRIENDS OF ROBIN ANDREWS,1,50.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5802,OUR OWN JULIO PABON,1,98.5,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Julio Pabon ran in the Democratic primary for New York City Council in the South Bronx,,candidate,false,web-research-2026-08-09,yes
5803,FRIENDS OF WARREN COHN,1,250.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5804,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC),1,250.0,fec,in_master_no_party,Q,T,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC),99.42,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,false,rule-engine-2026-08-09 (fec:org_tp=trade_assoc),yes
5805,EMPIRE STRIKE PAC,1,2000.0,fec,in_master_no_party,Q,,D'ESPOSITO,99.42,,false,false,low,Empire is generic New York branding used by both parties and no sponsor could be independently identified for this committee,,leadership_pac,false,adversarial-review-2026-08-09,yes
5806,EMPIRE STATE VICTORY FUND,1,10000.0,fec,in_master_no_party,N,,NONE,99.42,,false,false,low,Victory fund whose sponsoring candidates and party could not be confirmed,,joint_fundraising,false,web-research-2026-08-09,yes
5807,EMPIRE STATE SUPERVISORS AND ADMINISTRATORS ASSOCIATION (ESSAA),1,25.0,nyboe,not_in_fec_master,,,,99.42,,true,false,low,Supervisor and administrator associations bargain under the Taylor Law so labor is correct but their giving is far more bipartisan than teacher unions and no party lean could be established,,union_pac,false,adversarial-review-2026-08-09,yes
5808,EMPIRE STATE ASSOC OF ADULT HOMES INC. PAC,1,250.0,nyboe,not_in_fec_master,,,,99.42,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
5809,MAYRA LINARES FOR ASSEMBLY,1,500.0,nyboe,not_in_fec_master,,,,99.42,DEM,false,false,medium,Mayra Linares-Rodriguez ran in the Democratic primary for the New York State Assembly in Washington Heights,,candidate,false,web-research-2026-08-09,yes
5810,MAXWELL FOR MAYOR,1,250.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,Committee name gives only a surname that is shared by candidates of both parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5811,MATT CAPP FOR SENATE,1,10.0,nyboe,not_in_fec_master,,,,99.42,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5812,MATOS 2008,1,100.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No identifiable candidate or sponsor found for this committee name so no party is assigned,,candidate,false,web-research-2026-08-09,yes
5813,OUR FUTURE UNITED,1,25000.0,fec,in_master_no_party,O,,NONE,99.43,,false,false,low,Super PAC whose sponsor could not be identified so no party is assigned,,other,false,web-research-2026-08-09,yes
5814,COLORADO TURNOUT PROJECT,1,250.0,fec,in_master_no_party,N,,NONE,99.43,,false,false,low,State turnout project committee whose sponsor and party could not be confirmed,,other,false,web-research-2026-08-09,yes
5815,COLONIE DEMOCRATIC COMMITTEE,1,50.0,nyboe,not_in_fec_master,,,,99.43,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
5816,COHEN 2017,1,250.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,Committee name gives only a surname that is shared by candidates of both parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5817,COFFMAN FOR CONGRESS,1,250.0,fec,not_in_fec_master,,,,99.43,REP,false,false,high,Mike Coffman is the Republican former United States Representative from Colorado and current Mayor of Aurora,,candidate,false,web-research-2026-08-09,yes
5818,FRIENDS OF VICTOR PICHARDO,1,500.0,nyboe,not_in_fec_master,,,,99.43,DEM,false,false,high,Victor Pichardo was the Democratic New York State Assemblymember for the 86th district in the Bronx,,candidate,false,web-research-2026-08-09,yes
5819,FRIENDS OF VERNUCCIO,1,500.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5820,COMMITTEE TO ELECT PATRICK A. PERFETTI,1,100.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5821,COMMITTEE TO ELECT PAT MCMILLAN,1,50.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5822,PARENTS AND CHILDREN PAC INC.,1,25000.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,PAC with a generic name and no identifiable sponsor or party affiliation,,other,false,web-research-2026-08-09,yes
5823,FRIENDS OF RICHARD RIVERA,1,50.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5824,FRIENDS OF AVIVA FRIEDMAN,1,100.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5825,FRIENDS OF AURELIO ARCABASCIO,1,477.5,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5826,FRIENDS OF ASHLEY LOWRY,1,99.27,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5827,PAMELA ROTH FOR CIVIL COURT,1,300.0,nyboe,not_in_fec_master,,,,99.43,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5828,PAM HELMING FOR STATE SENATE,1,100.0,nyboe,not_in_fec_master,,,,99.43,REP,false,false,high,Pam Helming is the Republican New York State Senator for the Finger Lakes region,,candidate,false,web-research-2026-08-09,yes
5829,PALOMINO2014,1,50.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5830,PELOSI VICTORY COMMITTEE,1,3300.0,fec,in_master_no_party,N,,NONE,99.43,DEM,false,false,high,Joint fundraising committee for House Democratic leader Nancy Pelosi,,joint_fundraising,false,web-research-2026-08-09,yes
5831,PAXON FOR CONGRESS,1,200.0,fec,not_in_fec_master,,,,99.43,REP,false,false,high,Bill Paxon was the Republican congressman from western New York and NRCC chairman,,candidate,false,web-research-2026-08-09,yes
5832,COM. TO ELECT NELSON S. ROMAN JUSTICE OF THE NYS SUPREME COURT,1,100.0,nyboe,not_in_fec_master,,,,99.43,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5833,COLUMBIA COUNTY REPUBLICAN COMMITTEE,1,100.0,nyboe,not_in_fec_master,,,,99.43,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
5834,PEOPLE FOR GAUGHAN,1,250.0,nyboe,not_in_fec_master,,,,99.43,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5835,PAWLING CITIZENS TO KEEP JUSTICE WANSLEY,1,100.0,nyboe,not_in_fec_master,,,,99.44,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5836,PAULA KAY FOR ASSEMBLY,1,250.0,nyboe,not_in_fec_master,,,,99.44,DEM,false,false,medium,Paula Kay ran as the Democratic candidate for the New York State Assembly in Sullivan County,,candidate,false,web-research-2026-08-09,yes
5837,PAUL RODRIGUEZ FOR COMPTROLLER,1,25.0,nyboe,not_in_fec_master,,,,99.44,REP,false,false,medium,Paul Rodriguez was the Republican nominee for New York City Comptroller in 2021,,candidate,false,web-research-2026-08-09,yes
5838,FRIENDS OF RICH MCNALLY,1,250.0,nyboe,not_in_fec_master,,,,99.44,DEM,false,false,medium,Richard McNally was elected Rensselaer County District Attorney as a Democrat,,candidate,false,web-research-2026-08-09,yes
5839,FRIENDS OF BEN SINGER,1,25.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5840,FRIENDS OF RANDY CREDICO (FORC),1,50.0,nyboe,not_in_fec_master,,,,99.44,DEM,false,false,medium,Randy Credico is an activist who ran in Democratic primaries for governor and for Congress in New York,,candidate,false,web-research-2026-08-09,yes
5841,FRIENDS OF RAM LALUKOTA,1,150.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5842,FRIENDS OF RALPH L. WOLF FOR CIVIL COURT,1,250.0,nyboe,not_in_fec_master,,,,99.44,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5843,FRIENDS OF RAJESH BARNABAS,1,25.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5844,PAT RODRIGUEZ FOR FAMILY COURT,1,50.0,nyboe,not_in_fec_master,,,,99.44,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5845,MATHEWS FOR CONGRESS '96,1,250.0,fec,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5846,MCDONALD 2013 INC.,1,500.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5847,MCCONNELL SENATE COMMITTEE '14,1,2000.0,fec,not_in_fec_master,,,,99.44,REP,false,false,high,Senate campaign committee of Republican leader Mitch McConnell of Kentucky,,candidate,false,web-research-2026-08-09,yes
5848,MCCAIN-PALIN VICTORY 2008,1,300.0,fec,not_in_fec_master,,,,99.44,REP,false,false,high,Joint fundraising committee for the 2008 Republican presidential ticket of John McCain and Sarah Palin,,joint_fundraising,false,web-research-2026-08-09,yes
5849,FRIENDS OF VICTOR SANCHEZ,1,100.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5850,COMMITTEE TO ELECT OLANIKE ALABI,1,4100.0,nyboe,not_in_fec_master,,,,99.44,DEM,false,false,medium,Olanike Alabi is a Brooklyn Democratic district leader and Democratic candidate for local office,,candidate,false,web-research-2026-08-09,yes
5851,COMMITTEE TO ELECT NATHAN BRADLEY,1,50.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5852,COMMITTEE TO ELECT MONTGOMERY DELANEY,1,140.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5853,MARTI 2021,1,25.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5854,MARTE 2021,1,100.0,nyboe,not_in_fec_master,,,,99.44,DEM,false,false,medium,Christopher Marte won the 2021 Democratic primary and general election for New York City Council District 1,,candidate,false,web-research-2026-08-09,yes
5855,MARKO KEPI FOR ASSEMBLY (KEPI FOR NY),1,4700.0,nyboe,not_in_fec_master,,,,99.44,REP,false,false,high,Marko Kepi was the Republican candidate for the New York State Assembly on Staten Island,,candidate,false,web-research-2026-08-09,yes
5856,MATTEO FOR STATEN ISLAND,1,25.0,nyboe,not_in_fec_master,,,,99.44,REP,false,false,high,Steven Matteo was the Republican New York City Council member and minority leader from Staten Island,,candidate,false,web-research-2026-08-09,yes
5857,MATT GROH FOR DISTRICT COURT JUDGE,1,250.0,nyboe,not_in_fec_master,,,,99.44,,false,false,medium,Judicial campaign committee and New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,false,web-research-2026-08-09,yes
5858,COMMITTEE TO ELECT PAUL WASHINGTON,1,250.0,nyboe,not_in_fec_master,,,,99.44,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,false,web-research-2026-08-09,yes
